time,total_value_usd,total_value_krw,cash_usd,invested_usd,daily_pnl_usd,daily_return,cumulative_return,max_drawdown,open_positions,exchange_rate,trading_pnl
2026-05-26 20:34:09.292342+00,991.0800,,668.6400,322.4400,0.0000,0.000000,-0.008920,-4.956161,2,,-8.92
2026-05-26 22:00:24.637843+00,1007.2300,,684.7900,322.4400,16.1500,0.016152,0.007232,-4.956161,2,,7.23
2026-05-27 13:10:38.238083+00,991.0800,,668.6400,322.4400,-16.1500,-0.016150,-0.008920,-4.956161,2,,-8.92
2026-05-27 14:30:03.236654+00,997.0000,,684.7900,312.2100,5.9200,0.005922,-0.002998,-4.956161,2,,-3.00
2026-05-27 16:00:03.229142+00,993.4100,,684.7900,308.6200,-3.5900,-0.003593,-0.006593,-4.956161,2,,-6.59
2026-05-27 18:00:03.189107+00,995.8600,,684.7900,311.0700,2.4500,0.002452,-0.004138,-4.956161,2,,-4.14
2026-05-27 20:30:04.266555+00,995.0900,,602.9900,392.1000,-0.7700,-0.000768,-0.004908,-4.956161,3,,-4.91
2026-05-27 22:00:23.887692+00,995.0900,,602.9900,392.1000,0.0000,0.000002,-0.004908,-4.956161,3,,-4.91
2026-05-28 14:30:05.203216+00,993.1800,,799.6700,193.5100,-1.9100,-0.001911,-0.006821,-4.956161,2,,-6.82
2026-05-28 14:33:26.516945+00,976.1600,,782.8200,193.3400,-17.0200,-0.017019,-0.023839,-4.971080,2,,-23.84
2026-05-28 14:33:29.604275+00,976.1400,,782.8200,193.3100,-0.0200,-0.000024,-0.023864,-4.971105,2,,-23.86
2026-05-28 16:00:04.099824+00,994.3900,,799.6700,194.7200,18.2500,0.018249,-0.005611,-4.971105,2,,-5.61
2026-05-28 18:00:04.139856+00,993.4800,,799.6700,193.8100,-0.9100,-0.000906,-0.006516,-4.971105,2,,-6.52
2026-05-28 20:30:04.924703+00,996.7900,,799.6700,197.1200,3.3100,0.003309,-0.003211,-4.971105,2,,-3.21
2026-05-28 20:38:36.540095+00,979.9400,,782.8200,197.1200,-16.8500,-0.016849,-0.020059,-4.971105,2,,-20.06
2026-05-28 22:00:23.543247+00,996.7900,,799.6700,197.1200,16.8500,0.016849,-0.003211,-4.971105,2,,-3.21
2026-05-29 06:53:46.045193+00,979.9400,,782.8200,197.1200,-16.8500,-0.016849,-0.020059,-4.971105,2,,-20.06
2026-05-29 06:54:32.637273+00,979.9400,,782.8200,197.1200,0.0000,0.000001,-0.020059,-4.971105,2,,-20.06
2026-05-29 11:31:59.993685+00,979.9400,,782.8200,197.1200,0.0000,0.000001,-0.020059,-4.971105,2,,-20.06
2026-05-29 11:32:30.321693+00,979.9400,,782.8200,197.1200,0.0000,0.000001,-0.020059,-4.971105,2,,-20.06
2026-05-29 14:30:05.255399+00,1001.7000,,874.8300,126.8700,21.7600,0.021759,0.001699,-4.971105,2,,1.70
2026-05-29 16:00:04.990341+00,1001.6700,,874.8300,126.8400,-0.0300,-0.000031,0.001669,-4.971105,2,,1.67
2026-05-29 18:00:05.113421+00,1000.7700,,874.8300,125.9400,-0.9000,-0.000901,0.000769,-4.971105,2,,0.77
2026-05-29 19:39:34.302318+00,983.4900,,857.7600,125.7300,-17.2800,-0.017285,-0.016515,-4.971105,2,,-16.51
2026-05-29 19:44:58.697407+00,978.1100,,857.7600,120.3500,-5.3800,-0.005380,-0.021890,-4.971105,2,,-21.89
2026-05-29 20:30:05.002995+00,1000.3500,,874.8300,125.5200,22.2400,0.022239,0.000349,-4.971105,2,,0.35
2026-05-29 22:00:23.381731+00,1000.3500,,874.8300,125.5200,0.0000,-0.000001,0.000349,-4.971105,2,,0.35
2026-05-29 22:31:40.497918+00,983.2800,,857.7600,125.5200,-17.0700,-0.017070,-0.016720,-4.971105,2,,-16.72
2026-05-29 22:38:17.185796+00,983.0200,,752.8600,230.1600,-0.2600,-0.000261,-0.016981,-4.971105,3,,-16.98
2026-05-30 14:47:16.327943+00,982.5800,,578.1300,404.4500,-0.4400,-0.000437,-0.017417,-4.971105,4,,-17.42
2026-05-31 22:00:25.041834+00,1000.3500,,595.9000,404.4500,17.7700,0.017769,0.000349,-4.971105,4,,0.35
2026-06-01 13:04:39.678543+00,982.5800,,578.1300,404.4500,-17.7700,-0.017767,-0.017417,-4.971105,4,,-17.42
2026-06-01 13:05:01.981094+00,982.5800,,578.1300,404.4500,0.0000,0.000003,-0.017417,-4.971105,4,,-17.42
2026-06-01 13:05:03.259956+00,982.5800,,578.1300,404.4500,0.0000,0.000003,-0.017417,-4.971105,4,,-17.42
2026-06-01 13:05:05.344111+00,982.5800,,578.1300,404.4500,0.0000,0.000003,-0.017417,-4.971105,4,,-17.42
2026-06-01 14:30:06.673958+00,998.9600,,641.3300,357.6300,16.3800,0.016379,-0.001041,-4.971105,3,,-1.04
2026-06-01 14:39:06.028785+00,982.7000,,623.4500,359.2500,-16.2600,-0.016259,-0.017299,-4.971105,3,,-17.30
2026-06-01 16:00:04.370296+00,998.2600,,641.3300,356.9300,15.5600,0.015564,-0.001736,-4.971105,3,,-1.74
2026-06-01 18:00:04.351317+00,999.2100,,641.3300,357.8800,0.9500,0.000949,-0.000791,-4.971105,3,,-0.79
2026-06-01 20:00:13.940151+00,984.6200,,623.4500,361.1700,-14.5900,-0.014590,-0.015380,-4.971105,3,,-15.38
2026-06-01 20:30:04.350232+00,1002.2800,,641.3300,360.9500,17.6600,0.017664,0.002284,-4.971105,3,,2.28
2026-06-01 22:00:26.389185+00,1002.2800,,641.3300,360.9500,0.0000,0.000004,0.002284,-4.971105,3,,2.28
2026-06-02 11:26:38.400764+00,984.4000,,623.4500,360.9500,-17.8800,-0.017876,-0.015596,-4.971105,3,,-15.60
2026-06-02 11:27:19.139342+00,984.1700,,529.2200,454.9500,-0.2300,-0.000231,-0.015831,-4.971105,4,,-15.83
2026-06-02 11:29:25.735487+00,984.1700,,529.2200,454.9500,0.0000,-0.000001,-0.015831,-4.971105,4,,-15.83
2026-06-02 13:32:56.64041+00,1017.0500,,653.2100,363.8400,32.8800,0.032879,0.017049,-4.971105,3,,17.05
2026-06-02 13:34:35.60928+00,1016.8600,,750.3500,266.5100,-0.1900,-0.000195,0.016855,-4.971105,2,,16.86
2026-06-02 14:30:04.078445+00,1031.4500,,769.0200,262.4400,14.5900,0.014595,0.031455,-4.971105,2,,31.45
2026-06-02 16:00:04.017039+00,1026.3900,,769.0200,257.3700,-5.0600,-0.005061,0.026389,-4.971105,2,,26.39
2026-06-02 18:00:04.033668+00,1023.6000,,769.0200,254.5800,-2.7900,-0.002791,0.023599,-4.971105,2,,23.60
2026-06-02 19:07:59.372008+00,1005.3000,,639.4500,365.8500,-18.3000,-0.018296,0.005304,-4.971105,3,,5.30
2026-06-02 19:14:42.164181+00,1005.3000,,639.4500,365.8500,0.0000,-0.000001,0.005299,-4.971105,3,,5.30
2026-06-02 20:30:05.081285+00,1026.3600,,658.4000,367.9600,21.0600,0.021059,0.026359,-4.971105,3,,26.36
2026-06-02 20:56:50.40436+00,1007.4100,,639.4500,367.9600,-18.9500,-0.018946,0.007414,-4.971105,3,,7.41
2026-06-02 22:00:24.32896+00,1026.3600,,658.4000,367.9600,18.9500,0.018949,0.026359,-4.971105,3,,26.36
2026-06-03 00:51:04.597511+00,1007.4100,,639.4500,367.9600,-18.9500,-0.018946,0.007414,-4.971105,3,,7.41
2026-06-03 01:02:56.417232+00,1007.4100,,639.4500,367.9600,0.0000,0.000004,0.007414,-4.971105,3,,7.41
2026-06-03 01:28:53.809746+00,1007.4100,,639.4500,367.9600,0.0000,0.000004,0.007414,-4.971105,3,,7.41
2026-06-03 01:36:17.436763+00,1007.4100,,639.4500,367.9600,0.0000,0.000004,0.007414,-4.971105,3,,7.41
2026-06-03 04:06:53.995721+00,1007.4100,,639.4500,367.9600,0.0000,0.000004,0.007414,-4.971105,3,,7.41
2026-06-03 12:30:23.43878+00,1026.3600,,658.4000,367.9600,18.9500,0.018949,0.026359,-4.971105,3,,26.36
2026-06-03 12:34:21.064664+00,1007.4100,,639.4500,367.9600,-18.9500,-0.018946,0.007414,-4.971105,3,,7.41
2026-06-03 13:56:32.207009+00,1001.1500,,639.4500,361.7000,-6.2600,-0.006258,0.001152,-4.971105,3,,1.15
2026-06-03 14:30:04.092811+00,1024.9100,,658.4000,366.5200,23.7600,0.023764,0.024914,-4.971105,3,,24.91
2026-06-03 16:00:04.242985+00,1026.7700,,658.4000,368.3700,1.8600,0.001859,0.026769,-4.971105,3,,26.77
2026-06-03 17:00:23.631961+00,1027.2700,,658.4000,368.8700,0.5000,0.000499,0.027269,-4.971105,3,,27.27
2026-06-03 18:00:04.236398+00,1028.7400,,658.4000,370.3400,1.4700,0.001469,0.028739,-4.971105,3,,28.74
2026-06-03 19:30:50.226745+00,1009.7100,,639.4500,370.2500,-19.0300,-0.019031,0.009709,-4.971105,3,,9.71
2026-06-03 19:31:09.057752+00,1009.5000,,639.4500,370.0500,-0.2100,-0.000206,0.009504,-4.971105,3,,9.50
2026-06-03 19:31:15.123621+00,1009.6100,,639.4500,370.1600,0.1100,0.000114,0.009614,-4.971105,3,,9.61
2026-06-03 20:30:04.152115+00,1028.5600,,658.4000,370.1600,18.9500,0.018949,0.028559,-4.971105,3,,28.56
2026-06-03 20:45:08.138969+00,1009.6100,,639.4500,370.1600,-18.9500,-0.018946,0.009614,-4.971105,3,,9.61
2026-06-03 20:45:13.585968+00,1009.6100,,639.4500,370.1600,0.0000,0.000004,0.009614,-4.971105,3,,9.61
2026-06-03 22:00:23.621528+00,1028.5600,,658.4000,370.1600,18.9500,0.018949,0.028559,-4.971105,3,,28.56
2026-06-04 05:34:58.243519+00,1009.6100,,639.4500,370.1600,-18.9500,-0.018946,0.009614,-4.971105,3,,9.61
2026-06-04 06:42:49.294531+00,1009.6100,,639.4500,370.1600,0.0000,0.000004,0.009614,-4.971105,3,,9.61
2026-06-04 12:30:23.446091+00,1028.5600,,658.4000,370.1600,18.9500,0.018949,0.028559,-4.971105,3,,28.56
2026-06-04 13:53:50.09247+00,1002.7200,,639.4500,363.2700,-25.8400,-0.025836,0.002724,-4.971105,3,,2.72
2026-06-04 13:53:55.423024+00,1002.6700,,639.4500,363.2200,-0.0500,-0.000046,0.002674,-4.971105,3,,2.67
2026-06-04 14:04:27.640283+00,1001.5300,,639.4500,362.0800,-1.1400,-0.001136,0.001534,-4.971105,3,,1.53
2026-06-04 14:19:13.396017+00,1000.4600,,639.4500,361.0100,-1.0700,-0.001066,0.000464,-4.971105,3,,0.46
2026-06-04 14:30:04.384884+00,1020.6200,,658.4000,362.2200,20.1600,0.020164,0.020624,-4.971105,3,,20.62
2026-06-04 15:59:26.059935+00,1000.9500,,639.4500,361.5000,-19.6700,-0.019666,0.000954,-4.971105,3,,0.95
2026-06-04 16:00:03.227082+00,1019.9500,,658.4000,361.5500,19.0000,0.018999,0.019949,-4.971105,3,,19.95
2026-06-04 17:00:24.157502+00,1021.9100,,658.4000,363.5100,1.9600,0.001959,0.021909,-4.971105,3,,21.91
2026-06-04 17:49:13.764354+00,1003.2200,,639.4500,363.7700,-18.6900,-0.018686,0.003224,-4.971105,3,,3.22
2026-06-04 18:00:04.34756+00,1022.3700,,658.4000,363.9700,19.1500,0.019147,0.022367,-4.971105,3,,22.37
2026-06-04 19:22:14.954301+00,1003.8200,,639.4500,364.3700,-18.5500,-0.018546,0.003824,-4.971105,3,,3.82
2026-06-04 20:30:04.214427+00,1024.1600,,658.4000,365.7600,20.3400,0.020339,0.024159,-4.971105,3,,24.16
2026-06-04 21:34:40.079035+00,1005.2100,,639.4500,365.7600,-18.9500,-0.018946,0.005214,-4.971105,3,,5.21
2026-06-04 21:42:00.597864+00,1005.2100,,639.4500,365.7600,0.0000,0.000004,0.005214,-4.971105,3,,5.21
2026-06-04 21:42:27.42302+00,1005.2100,,639.4500,365.7600,0.0000,0.000004,0.005214,-4.971105,3,,5.21
2026-06-04 22:00:25.158571+00,1024.1600,,658.4000,365.7600,18.9500,0.018949,0.024159,-4.971105,3,,24.16
2026-06-05 03:46:34.201983+00,1005.2100,,639.4500,365.7600,-18.9500,-0.018946,0.005214,-4.971105,3,,5.21
2026-06-05 03:47:16.158983+00,1005.2100,,639.4500,365.7600,0.0000,0.000004,0.005214,-4.971105,3,,5.21
2026-06-05 12:30:24.179537+00,1027.0800,,658.4000,368.6800,21.8700,0.021869,0.027079,-4.971105,3,,27.08
2026-06-05 14:30:04.440318+00,1009.6600,,758.8200,250.8400,-17.4200,-0.017421,0.009659,-4.971105,2,,9.66
2026-06-05 16:00:03.191364+00,1008.1800,,758.8200,249.3600,-1.4800,-0.001481,0.008179,-4.971105,2,,8.18
2026-06-05 17:00:24.038424+00,1007.3200,,758.8200,248.5000,-0.8600,-0.000861,0.007319,-4.971105,2,,7.32
2026-06-05 18:00:03.207212+00,1007.4900,,758.8200,248.6800,0.1700,0.000174,0.007494,-4.971105,2,,7.49
2026-06-05 20:21:30.29017+00,986.0800,,739.6200,246.4600,-21.4100,-0.021407,-0.013917,-4.971105,2,,-13.92
2026-06-05 20:30:03.098627+00,1005.2800,,758.8200,246.4600,19.2000,0.019199,0.005279,-4.971105,2,,5.28
2026-06-05 22:00:23.814048+00,1005.2800,,758.8200,246.4600,0.0000,-0.000001,0.005279,-4.971105,2,,5.28
2026-06-06 01:01:00.802046+00,986.0800,,739.6200,246.4600,-19.2000,-0.019197,-0.013917,-4.971105,2,,-13.92
2026-06-07 22:00:28.596604+00,1005.2800,,758.8200,246.4600,19.2000,0.019199,0.005279,-4.971105,2,,5.28
2026-06-08 12:30:30.797921+00,1005.2800,,758.8200,246.4600,0.0000,-0.000001,0.005279,-4.971105,2,,5.28
2026-06-08 12:34:27.726783+00,986.0800,,739.6200,246.4600,-19.2000,-0.019197,-0.013917,-4.971105,2,,-13.92
2026-06-08 12:36:05.946892+00,986.0800,,739.6200,246.4600,0.0000,0.000003,-0.013917,-4.971105,2,,-13.92
2026-06-08 14:30:03.377573+00,1009.1400,,758.8200,250.3200,23.0600,0.023059,0.009139,-4.971105,2,,9.14
2026-06-08 16:00:03.198053+00,1008.6100,,758.8200,249.7900,-0.5300,-0.000531,0.008609,-4.971105,2,,8.61
2026-06-08 17:00:23.831902+00,1008.5100,,758.8200,249.6900,-0.1000,-0.000101,0.008509,-4.971105,2,,8.51
2026-06-08 18:00:03.153192+00,1008.8200,,758.8200,250.0000,0.3100,0.000309,0.008819,-4.971105,2,,8.82
2026-06-08 20:23:32.272136+00,988.1400,,739.6200,248.5200,-20.6800,-0.020677,-0.011857,-4.971105,2,,-11.86
2026-06-08 20:23:54.508401+00,988.1400,,739.6200,248.5200,0.0000,0.000003,-0.011857,-4.971105,2,,-11.86
2026-06-08 20:30:03.168641+00,1007.3400,,758.8200,248.5200,19.2000,0.019199,0.007339,-4.971105,2,,7.34
2026-06-08 22:00:23.626518+00,1007.3400,,758.8200,248.5200,0.0000,-0.000001,0.007339,-4.971105,2,,7.34
2026-06-09 09:06:23.411744+00,988.1400,,739.6200,248.5200,-19.2000,-0.019197,-0.011857,-4.971105,2,,-11.86
2026-06-09 09:06:36.93797+00,995.7100,,739.6200,256.0900,7.5700,0.007573,-0.004287,-4.971105,2,,-4.29
2026-06-09 12:30:23.930403+00,1007.3400,,758.8200,248.5200,11.6300,0.011629,0.007339,-4.971105,2,,7.34
2026-06-09 14:30:03.201624+00,1009.2400,,758.8200,250.4300,1.9000,0.001904,0.009244,-4.971105,2,,9.24
2026-06-09 16:00:04.159178+00,1002.3000,,923.0300,79.2700,-6.9400,-0.006941,0.002299,-4.971105,1,,2.30
2026-06-09 16:23:55.456635+00,982.4900,,903.4200,79.0700,-19.8100,-0.019808,-0.017508,-4.971105,1,,-17.51
2026-06-09 16:24:52.933919+00,982.5900,,903.4200,79.1700,0.1000,0.000102,-0.017408,-4.971105,1,,-17.41
2026-06-09 17:00:23.662607+00,1001.7300,,923.0300,78.7000,19.1400,0.019139,0.001729,-4.971105,1,,1.73
2026-06-09 18:00:02.900571+00,1003.6000,,923.0300,80.5700,1.8700,0.001869,0.003599,-4.971105,1,,3.60
2026-06-09 20:30:02.93462+00,1004.2000,,923.0300,81.1700,0.6000,0.000599,0.004199,-4.971105,1,,4.20
2026-06-09 22:00:24.738443+00,1004.2000,,923.0300,81.1700,0.0000,-0.000001,0.004199,-4.971105,1,,4.20
2026-06-10 12:30:24.916606+00,1001.2400,,923.0300,78.2100,-2.9600,-0.002961,0.001239,-4.971105,1,,1.24
2026-06-10 14:30:02.994426+00,1002.3700,,923.0300,79.3500,1.1300,0.001134,0.002374,-4.971105,1,,2.37
2026-06-10 16:00:05.234633+00,1000.4600,,1000.4600,0.0000,-1.9100,-0.001908,0.000462,-4.971105,0,,0.46
2026-06-10 17:00:23.481085+00,1000.4600,,1000.4600,0.0000,0.0000,0.000002,0.000462,-4.971105,0,,0.46
2026-06-10 20:18:42.027212+00,980.6600,,980.6600,0.0000,-19.8000,-0.019798,-0.019338,-4.971105,0,,-19.34
2026-06-10 22:00:23.568449+00,1000.4600,,1000.4600,0.0000,19.8000,0.019802,0.000462,-4.971105,0,,0.46
2026-06-11 12:30:24.610638+00,1000.4600,,1000.4600,0.0000,0.0000,0.000002,0.000462,-4.971105,0,,0.46
2026-06-11 12:33:35.70204+00,980.6600,,980.6600,0.0000,-19.8000,-0.019798,-0.019338,-4.971105,0,,-19.34
2026-06-11 17:00:23.729137+00,1000.4600,,1000.4600,0.0000,19.8000,0.019802,0.000462,-4.971105,0,,0.46
2026-06-11 20:24:30.847934+00,980.6600,,980.6600,0.0000,-19.8000,-0.019798,-0.019338,-4.971105,0,,-19.34
2026-06-11 20:24:43.939533+00,980.6600,,980.6600,0.0000,0.0000,0.000002,-0.019338,-4.971105,0,,-19.34
2026-06-11 20:36:08.825647+00,980.6600,,980.6600,0.0000,0.0000,0.000002,-0.019338,-4.971105,0,,-19.34
2026-06-11 22:00:30.668834+00,1000.4600,,1000.4600,0.0000,19.8000,0.019802,0.000462,-4.971105,0,,0.46
2026-06-11 22:14:06.681734+00,980.6600,,980.6600,0.0000,-19.8000,-0.019798,-0.019338,-4.971105,0,,-19.34
2026-06-12 12:30:27.782462+00,1000.4600,,1000.4600,0.0000,19.8000,0.019802,0.000462,-4.971105,0,,0.46
2026-06-12 13:17:53.764118+00,980.6600,,980.6600,0.0000,-19.8000,-0.019798,-0.019338,-4.971105,0,,-19.34
2026-06-12 13:18:19.213822+00,1046.3800,,879.9300,166.4500,65.7200,0.065721,0.046381,-4.971105,1,,46.38
2026-06-12 13:18:28.911981+00,980.4100,,879.9300,100.4800,-65.9700,-0.065969,-0.019589,-4.971105,1,,-19.59
2026-06-12 13:18:45.912851+00,980.4100,,879.9300,100.4800,0.0000,0.000001,-0.019589,-4.971105,1,,-19.59
2026-06-12 13:18:48.372085+00,980.4100,,879.9300,100.4800,0.0000,0.000001,-0.019589,-4.971105,1,,-19.59
2026-06-12 14:30:03.974151+00,1001.6100,,899.9800,101.6300,21.2000,0.021202,0.001612,-4.971105,1,,1.61
2026-06-12 14:38:22.777584+00,981.9300,,879.9300,102.0000,-19.6800,-0.019684,-0.018074,-4.971105,1,,-18.07
2026-06-12 14:38:47.552525+00,981.9400,,879.9300,102.0000,0.0100,0.000006,-0.018064,-4.971105,1,,-18.06
2026-06-12 14:39:00.332453+00,981.9400,,879.9300,102.0100,0.0000,0.000001,-0.018059,-4.971105,1,,-18.06
2026-06-12 14:39:08.746628+00,981.9400,,879.9300,102.0100,0.0000,0.000001,-0.018059,-4.971105,1,,-18.06
2026-06-12 16:00:04.033779+00,1002.2100,,899.9800,102.2300,20.2700,0.020273,0.002213,-4.971105,1,,2.21
2026-06-12 17:00:24.261908+00,1001.5000,,899.9800,101.5100,-0.7100,-0.000713,0.001497,-4.971105,1,,1.50
2026-06-12 18:00:03.98458+00,1001.7700,,899.9800,101.7900,0.2700,0.000270,0.001770,-4.971105,1,,1.77
2026-06-12 20:07:12.196543+00,981.9100,,879.9300,101.9800,-19.8600,-0.019859,-0.018089,-4.971105,1,,-18.09
2026-06-12 20:30:03.952582+00,1001.9400,,899.9800,101.9600,20.0300,0.020032,0.001942,-4.971105,1,,1.94
2026-06-12 22:00:24.64947+00,1001.9400,,899.9800,101.9600,0.0000,0.000002,0.001942,-4.971105,1,,1.94
2026-06-12 22:19:27.356494+00,981.8900,,879.9300,101.9600,-20.0500,-0.020049,-0.018109,-4.971105,1,,-18.11
2026-06-13 07:06:03.026711+00,981.8900,,879.9300,101.9600,0.0000,0.000001,-0.018109,-4.971105,1,,-18.11
2026-06-14 15:03:12.732841+00,981.8900,,879.9300,101.9600,0.0000,0.000001,-0.018109,-4.971105,1,,-18.11
2026-06-14 15:03:17.428035+00,981.8900,,879.9300,101.9600,0.0000,0.000001,-0.018109,-4.971105,1,,-18.11
2026-06-14 22:00:31.57238+00,1001.9400,,899.9800,101.9600,20.0500,0.020052,0.001942,-4.971105,1,,1.94
2026-06-15 10:19:42.430542+00,981.8900,,879.9300,101.9600,-20.0500,-0.020049,-0.018109,-4.971105,1,,-18.11
2026-06-15 10:20:00.17359+00,981.8900,,879.9300,101.9600,0.0000,0.000001,-0.018109,-4.971105,1,,-18.11
2026-06-15 12:30:23.916418+00,1001.9400,,899.9800,101.9600,20.0500,0.020052,0.001942,-4.971105,1,,1.94
2026-06-15 12:59:44.525083+00,981.8900,,879.9300,101.9600,-20.0500,-0.020049,-0.018109,-4.971105,1,,-18.11
2026-06-15 13:00:00.874877+00,981.8900,,879.9300,101.9600,0.0000,0.000001,-0.018109,-4.971105,1,,-18.11
2026-06-15 13:59:09.319909+00,979.9800,,879.9300,100.0500,-1.9100,-0.001909,-0.020019,-4.971105,1,,-20.02
2026-06-15 13:59:45.668264+00,980.0400,,879.9300,100.1100,0.0600,0.000061,-0.019959,-4.971105,1,,-19.96
2026-06-15 14:30:03.156119+00,1000.1000,,899.9800,100.1200,20.0600,0.020063,0.000103,-4.971105,1,,0.10
2026-06-15 16:00:04.146387+00,1000.7200,,899.9800,100.7400,0.6200,0.000618,0.000718,-4.971105,1,,0.72
2026-06-15 17:00:24.649724+00,1001.3400,,899.9800,101.3600,0.6200,0.000623,0.001343,-4.971105,1,,1.34
2026-06-15 18:00:04.165064+00,1000.9800,,899.9800,101.0000,-0.3600,-0.000362,0.000978,-4.971105,1,,0.98
2026-06-15 20:30:04.108863+00,1000.6600,,899.9800,100.6800,-0.3200,-0.000317,0.000663,-4.971105,1,,0.66
2026-06-15 22:00:26.147161+00,1000.6600,,899.9800,100.6800,0.0000,0.000003,0.000663,-4.971105,1,,0.66
2026-06-16 03:30:36.290193+00,980.6100,,879.9300,100.6800,-20.0500,-0.020049,-0.019389,-4.971105,1,,-19.39
2026-06-16 03:31:13.849038+00,980.6100,,879.9300,100.6800,0.0000,0.000001,-0.019389,-4.971105,1,,-19.39
2026-06-16 12:30:24.651897+00,1001.9400,,899.9800,101.9600,21.3300,0.021332,0.001942,-4.971105,1,,1.94
2026-06-16 13:07:50.396552+00,980.6100,,879.9300,100.6800,-21.3300,-0.021329,-0.019389,-4.971105,1,,-19.39
2026-06-16 13:08:08.952366+00,,,879.9300,,,,,-4.971105,1,,
2026-06-16 13:08:13.76116+00,980.6100,,879.9300,100.6800,,,-0.019389,-4.971105,1,,-19.39
2026-06-16 13:08:17.085053+00,980.6100,,879.9300,100.6800,0.0000,0.000001,-0.019389,-4.971105,1,,-19.39
2026-06-16 13:26:49.023874+00,980.6100,,879.9300,100.6800,0.0000,0.000001,-0.019389,-4.971105,1,,-19.39
2026-06-16 14:10:42.849322+00,979.7300,,879.9300,99.8000,-0.8800,-0.000879,-0.020269,-4.971105,1,,-20.27
2026-06-16 14:30:03.104113+00,1000.2000,,899.9800,100.2100,20.4700,0.020465,0.000195,-4.971105,1,,0.20
2026-06-16 16:00:03.144466+00,1000.2100,,899.9800,100.2300,0.0100,0.000013,0.000213,-4.971105,1,,0.21
2026-06-16 17:00:24.454911+00,1000.6600,,899.9800,100.6800,0.4500,0.000448,0.000658,-4.971105,1,,0.66
2026-06-16 18:00:03.141504+00,1000.3100,,899.9800,100.3300,-0.3500,-0.000347,0.000313,-4.971105,1,,0.31
2026-06-16 20:30:04.02115+00,1000.7000,,899.9800,100.7200,0.3900,0.000393,0.000703,-4.971105,1,,0.70
2026-06-16 22:00:24.993956+00,1000.7000,,899.9800,100.7200,0.0000,0.000003,0.000703,-4.971105,1,,0.70
2026-06-17 12:30:24.256902+00,1000.7000,,899.9800,100.7200,0.0000,0.000003,0.000703,-4.971105,1,,0.70
2026-06-17 12:31:10.458747+00,980.6500,,879.9300,100.7200,-20.0500,-0.020049,-0.019349,-4.971105,1,,-19.35
2026-06-17 13:59:22.881519+00,979.4400,,879.9300,99.5100,-1.2100,-0.001209,-0.020559,-4.971105,1,,-20.56
2026-06-17 14:30:03.296394+00,999.2600,,899.9800,99.2800,19.8200,0.019818,-0.000742,-4.971105,1,,-0.74
2026-06-17 22:00:23.766745+00,999.1400,,899.9800,99.1600,-0.1200,-0.000117,-0.000857,-4.971105,1,,-0.86
2026-06-18 00:34:21.898036+00,979.0900,,879.9300,99.1600,-20.0500,-0.020049,-0.020909,-4.971105,1,,-20.91
2026-06-18 00:34:36.268652+00,979.0900,,879.9300,99.1600,0.0000,0.000001,-0.020909,-4.971105,1,,-20.91
2026-06-18 00:40:02.985252+00,979.0900,,879.9300,99.1600,0.0000,0.000001,-0.020909,-4.971105,1,,-20.91
2026-06-18 00:53:01.730509+00,979.0900,,879.9300,99.1600,0.0000,0.000001,-0.020909,-4.971105,1,,-20.91
2026-06-18 01:00:47.19587+00,979.0900,,879.9300,99.1600,0.0000,0.000001,-0.020909,-4.971105,1,,-20.91
2026-06-18 01:26:21.22314+00,979.0900,,879.9300,99.1600,0.0000,0.000001,-0.020909,-4.971105,1,,-20.91
2026-06-18 12:30:24.703173+00,999.1400,,899.9800,99.1600,20.0500,0.020053,-0.000857,-4.971105,1,,-0.86
2026-06-18 12:52:32.255808+00,979.0900,,879.9300,99.1600,-20.0500,-0.020049,-0.020909,-4.971105,1,,-20.91
2026-06-18 12:57:58.594694+00,979.0900,,879.9300,99.1600,0.0000,0.000001,-0.020909,-4.971105,1,,-20.91
2026-06-18 13:03:50.965611+00,979.0900,,879.9300,99.1600,0.0000,0.000001,-0.020909,-4.971105,1,,-20.91
2026-06-18 14:28:37.266765+00,978.1100,,879.9300,98.1800,-0.9800,-0.000979,-0.021889,-4.971105,1,,-21.89
2026-06-18 14:28:48.439562+00,978.1100,,879.9300,98.1800,0.0000,0.000001,-0.021889,-4.971105,1,,-21.89
2026-06-18 14:30:03.629893+00,998.0900,,899.9800,98.1100,19.9800,0.019983,-0.001907,-4.971105,1,,-1.91
2026-06-18 14:30:14.625651+00,978.0500,,879.9300,98.1200,-20.0400,-0.020039,-0.021949,-4.971105,1,,-21.95
2026-06-18 16:00:03.270683+00,998.6200,,899.9800,98.6400,20.5700,0.020568,-0.001382,-4.971105,1,,-1.38
2026-06-18 17:00:24.418719+00,998.3100,,899.9800,98.3300,-0.3100,-0.000305,-0.001685,-4.971105,1,,-1.69
2026-06-18 18:00:03.171292+00,998.3100,,899.9800,98.3200,0.0000,-0.000003,-0.001693,-4.971105,1,,-1.69
2026-06-18 19:37:06.581292+00,978.2700,,879.9300,98.3300,-20.0400,-0.020044,-0.021734,-4.971105,1,,-21.73
2026-06-18 19:37:50.30389+00,978.1500,,879.9300,98.2200,-0.1200,-0.000119,-0.021849,-4.971105,1,,-21.85
2026-06-18 19:43:13.582496+00,978.3100,,879.9300,98.3800,0.1600,0.000156,-0.021694,-4.971105,1,,-21.69
